,Street,From,To,Street.Length,any_spot,lat,lng,street_cluster,Minute,Hour,Dow,Time,isweekend,From_To,Dow_mean_enc,isweekend_mean_enc,From_To_mean_enc,Street_mean_enc,Hour_mean_enc,street_cluster_mean_enc,street_cluster_Dow_mean_enc,Dow_Hour_mean_enc,street_cluster_Hour_mean_enc,street_cluster_isweekend_mean_enc,From_To_Dow_mean_enc,From_To_Hour_mean_enc,Street_realspot_enc,From_To_realspot_enc,street_cluster_Hour_realspot_enc,street_cluster_isweekend_realspot_enc,From_To_Dow_realspot_enc,From_To_Hour_realspot_enc,TOTAL_OCCUPIED_TIME_pct,TOTAL_VACANT_TIME_pct,TOTAL_UNKNOWN_TIME_pct,OP_OCCUPIED_TIME_pct,OP_VACANT_TIME_pct,OP_UNKNOWN_TIME_pct,NONOP_OCCUPIED_TIME_pct,NONOP_VACANT_TIME_pct,NONOP_UNKNOWN_TIME_pct,GMP_OCCUPIED_TIME_pct,GMP_VACANT_TIME_pct,GMP_UNKNOWN_TIME_pct,COMM_OCCUPIED_TIME_pct,COMM_VACANT_TIME_pct,COMM_UNKNOWN_TIME_pct,TOTAL_TIME_spots,OP_TIME_spots,NONOP_TIME_spots,GMP_TIME_spots,COMM_TIME_spots
0,15,1,1,179.13297,1,37.7506482,-122.4183159,2,19,16,1,1619,0,1,0.16129032258064516,0.29684601113172543,0.5714285714285714,0.37142857142857144,0.4225352112676056,0.43243243243243246,0.3697033898305085,0.3697033898305085,0.625,0.34615384615384615,0.3697033898305085,0.3697033898305085,2.914285714285714,2.142857142857143,1.25,0.9230769230769231,1.8432203389830508,1.8432203389830508,0.563246439902,0.22433711703099998,0.212416443066,0.715181273352,0.278617013163,0.006201713485260001,0.200327983138,0.0649216016474,0.7347504152140001,0.760803774808,0.233428428174,0.0057677970178,0.490226622575,0.500646393298,0.009126984126979999,27,20,7,16,3
1,18,16,42,52.74021,0,37.78403970000001,-122.4193807,6,42,20,5,2042,0,22,0.41116751269035534,0.29684601113172543,0.2,0.3026315789473684,0.24193548387096775,0.36774193548387096,0.5106382978723404,0.4090909090909091,0.14285714285714285,0.3140495867768595,1.0,0.0,0.8026315789473685,0.2,0.21428571428571427,1.2892561983471074,1.0,0.0,0.717004821279,0.193528831021,0.08946634769919999,0.0,0.0,0.0,0.717004821279,0.193528831021,0.08946634769919999,0.0,0.0,0.0,0.0,0.0,0.0,10,0,10,0,0
2,24,8,21,52.405315,0,37.788498600000004,-122.4218922,6,38,20,5,2038,0,10,0.41116751269035534,0.29684601113172543,0.3333333333333333,0.3333333333333333,0.24193548387096775,0.36774193548387096,0.5106382978723404,0.4090909090909091,0.14285714285714285,0.3140495867768595,0.0,0.3697033898305085,0.8,0.4444444444444444,0.21428571428571427,1.2892561983471074,0.0,1.8432203389830508,0.635975395722,0.363158803412,0.0008658008658010001,0.0,0.0,0.0,0.635975395722,0.363158803412,0.0008658008658010001,0.0,0.0,0.0,0.0,0.0,0.0,13,0,13,0,0
3,24,13,46,52.191193,0,37.7870844,-122.4217571,6,38,20,5,2038,0,17,0.41116751269035534,0.29684601113172543,0.14285714285714285,0.3333333333333333,0.24193548387096775,0.36774193548387096,0.5106382978723404,0.4090909090909091,0.14285714285714285,0.3140495867768595,0.0,0.3697033898305085,0.8,0.2857142857142857,0.21428571428571427,1.2892561983471074,0.0,1.8432203389830508,0.635975395722,0.363158803412,0.0008658008658010001,0.0,0.0,0.0,0.635975395722,0.363158803412,0.0008658008658010001,0.0,0.0,0.0,0.0,0.0,0.0,13,0,13,0,0
4,12,10,46,52.32425,0,37.7865918,-122.41821399999999,6,20,20,5,2020,0,13,0.41116751269035534,0.29684601113172543,0.2857142857142857,0.35294117647058826,0.24193548387096775,0.36774193548387096,0.5106382978723404,0.4090909090909091,0.14285714285714285,0.3140495867768595,0.5,0.0,1.1176470588235294,0.8571428571428571,0.21428571428571427,1.2892561983471074,1.5,0.0,0.653034980907,0.19505464699900002,0.151910372094,0.0,0.0,0.0,0.653034980907,0.19505464699900002,0.151910372094,0.0,0.0,0.0,0.0,0.0,0.0,14,0,14,0,0
5,17,30,45,146.41655,0,37.7898426,-122.4188741,6,21,20,5,2021,0,43,0.41116751269035534,0.29684601113172543,0.6153846153846154,0.5,0.24193548387096775,0.36774193548387096,0.5106382978723404,0.4090909090909091,0.14285714285714285,0.3140495867768595,0.7142857142857143,0.5,2.5,4.0,0.21428571428571427,1.2892561983471074,6.571428571428571,0.5,0.529021466915,0.389335993507,0.0816425395784,0.0,0.0,0.0,0.529021466915,0.389335993507,0.0816425395784,0.0,0.0,0.0,0.0,0.0,0.0,19,0,19,0,0
6,24,52,9,39.027992,0,37.788498600000004,-122.4218922,6,37,20,5,2037,0,76,0.41116751269035534,0.29684601113172543,0.3076923076923077,0.3333333333333333,0.24193548387096775,0.36774193548387096,0.5106382978723404,0.4090909090909091,0.14285714285714285,0.3140495867768595,0.5,0.0,0.8,0.6153846153846154,0.21428571428571427,1.2892561983471074,2.0,0.0,0.635975395722,0.363158803412,0.0008658008658010001,0.0,0.0,0.0,0.635975395722,0.363158803412,0.0008658008658010001,0.0,0.0,0.0,0.0,0.0,0.0,13,0,13,0,0
7,12,49,32,48.555763,0,37.7879799,-122.4184982,6,20,20,5,2020,0,71,0.41116751269035534,0.29684601113172543,0.16666666666666666,0.35294117647058826,0.24193548387096775,0.36774193548387096,0.5106382978723404,0.4090909090909091,0.14285714285714285,0.3140495867768595,0.0,0.0,1.1176470588235294,0.16666666666666666,0.21428571428571427,1.2892561983471074,0.0,0.0,0.653034980907,0.19505464699900002,0.151910372094,0.0,0.0,0.0,0.653034980907,0.19505464699900002,0.151910372094,0.0,0.0,0.0,0.0,0.0,0.0,14,0,14,0,0
8,12,34,22,102.83145,0,37.78049559999999,-122.4170084,0,21,18,6,1821,1,47,0.5542168674698795,0.4351851851851852,0.2857142857142857,0.35294117647058826,0.3283582089552239,0.3516483516483517,0.4166666666666667,0.4,0.4444444444444444,0.34782608695652173,0.3697033898305085,0.0,1.1176470588235294,2.2857142857142856,3.2222222222222223,0.6304347826086957,1.8432203389830508,0.0,0.46039943536399996,0.38696987020199997,0.152630694433,0.8050381710060001,0.11540675559800001,0.0795550733955,0.345519856817,0.47749090840400005,0.17698923477899997,0.816151952413,0.10956668374299999,0.07428136384339999,0.6272176684880001,0.208847905282,0.16393442622999999,14,4,10,4,0
9,0,35,7,96.03711,1,37.753845500000004,-122.41861940000001,2,31,19,0,1931,1,49,0.3609022556390977,0.4351851851851852,0.2857142857142857,0.4,0.22641509433962265,0.43243243243243246,0.3697033898305085,0.5,0.0,0.6363636363636364,0.3697033898305085,0.0,0.9333333333333333,1.1428571428571428,0.0,1.7272727272727273,1.8432203389830508,0.0,0.762612477192,0.130533100785,0.10685442202199999,0.0,0.0,0.0,0.762612477192,0.130533100785,0.10685442202199999,0.0,0.0,0.0,0.0,0.0,0.0,23,0,23,0,0
