Date_Time,Street,From,To,daily_avg_freq,dow_avg_freq
2014-01-07 16:19:00,Mission Street,25th Street,26th Street,168.72727272727272,204.25
2014-01-18 20:42:00,Polk Street,Ellis Street,Olive Street,85.75,100.33333333333333
2014-01-18 20:39:00,Van Ness Avenue,Geary Boulevard,Myrtle Street,35.09090909090909,43.333333333333336
2014-01-18 20:38:00,Van Ness Avenue,Bush Street,Fern Street,111.0909090909091,141.33333333333334
2014-01-18 20:38:00,Van Ness Avenue,Daniel Burnham Court,Post Street,47.526315789473685,53.0
2014-01-18 20:20:00,Larkin Street,Cedar Street,Post Street,24.3,20.666666666666668
2014-01-18 20:21:00,Pine Street,Larkin Street,Polk Street,30.0,25.333333333333332
2014-01-18 20:22:00,Pine Street,Polk Street,Van Ness Avenue,119.77272727272727,149.0
2014-01-18 20:20:00,Larkin Street,Myrtle Street,Geary Street,35.05,27.333333333333332
2014-01-18 20:37:00,Van Ness Avenue,Van Ness Avenue,Bush Street,111.0909090909091,141.33333333333334
2014-01-18 20:20:00,Larkin Street,Sutter Street,Larkin Street,36.38095238095238,40.333333333333336
2014-01-19 18:21:00,Larkin Street,McAllister Street,Fulton Street,37.1,1.5
2014-01-20 19:31:00,23rd Street,Mission Street,Bartlett Street,144.4090909090909,150.33333333333334
2014-01-20 19:31:00,23rd Street,Bartlett Street,Valencia Street,22.954545454545453,20.0
2014-01-20 17:36:00,23rd Street,South Van Ness Avenue,Capp Street,20.952380952380953,25.0
2014-01-20 19:29:00,23rd Street,South Van Ness Avenue,Capp Street,20.952380952380953,25.0
2014-01-20 19:30:00,23rd Street,Mission Street,Capp Street,144.4090909090909,150.33333333333334
2014-01-20 07:34:00,Bryant Street,Mariposa Street,17th Street,33.1578947368421,37.0
2014-01-20 16:46:00,Bryant Street,Mariposa Street,17th Street,33.1578947368421,37.0
2014-01-20 08:50:00,Mission Street,25th Street,26th Street,168.72727272727272,190.33333333333334
2014-01-20 13:57:00,Mission Street,25th Street,26th Street,168.72727272727272,190.33333333333334
2014-01-20 17:54:00,Mission Street,25th Street,26th Street,168.72727272727272,190.33333333333334
2014-01-21 07:42:00,23rd Street,Mission Street,Bartlett Street,144.4090909090909,154.25
2014-01-21 17:35:00,23rd Street,Mission Street,Bartlett Street,144.4090909090909,154.25
2014-01-21 19:25:00,23rd Street,Mission Street,Bartlett Street,144.4090909090909,154.25
2014-01-21 07:41:00,23rd Street,Bartlett Street,Valencia Street,22.954545454545453,21.0
2014-01-21 19:25:00,23rd Street,Bartlett Street,Valencia Street,22.954545454545453,21.0
2014-01-21 07:43:00,23rd Street,South Van Ness Avenue,Capp Street,20.952380952380953,23.25
2014-01-21 17:36:00,23rd Street,South Van Ness Avenue,Capp Street,20.952380952380953,23.25
2014-01-21 19:26:00,23rd Street,South Van Ness Avenue,Capp Street,20.952380952380953,23.25
2014-01-21 07:42:00,23rd Street,Mission Street,Capp Street,144.4090909090909,154.25
2014-01-21 17:35:00,23rd Street,Mission Street,Capp Street,144.4090909090909,154.25
2014-01-21 19:25:00,23rd Street,Mission Street,Capp Street,144.4090909090909,154.25
2014-01-21 17:19:00,Bryant Street,Mariposa Street,17th Street,33.1578947368421,34.0
2014-01-21 11:23:00,Mission Street,25th Street,26th Street,168.72727272727272,204.25
2014-01-23 17:14:00,23rd Street,Mission Street,Bartlett Street,144.4090909090909,164.0
2014-01-23 18:39:00,23rd Street,Mission Street,Bartlett Street,144.4090909090909,164.0
2014-01-23 17:13:00,23rd Street,Bartlett Street,Valencia Street,22.954545454545453,23.666666666666668
2014-01-23 17:16:00,23rd Street,South Van Ness Avenue,Capp Street,20.952380952380953,21.0
2014-01-23 18:40:00,23rd Street,South Van Ness Avenue,Capp Street,20.952380952380953,21.0
2014-01-23 17:16:00,23rd Street,Mission Street,Capp Street,144.4090909090909,164.0
2014-01-23 18:40:00,23rd Street,Mission Street,Capp Street,144.4090909090909,164.0
2014-01-23 18:36:00,Mission Street,25th Street,26th Street,168.72727272727272,183.0
2014-01-24 13:35:00,23rd Street,Mission Street,Bartlett Street,144.4090909090909,161.66666666666666
2014-01-24 19:31:00,23rd Street,Mission Street,Bartlett Street,144.4090909090909,161.66666666666666
2014-01-24 13:35:00,23rd Street,Bartlett Street,Valencia Street,22.954545454545453,26.0
2014-01-24 19:31:00,23rd Street,Bartlett Street,Valencia Street,22.954545454545453,26.0
2014-01-24 13:36:00,23rd Street,South Van Ness Avenue,Capp Street,20.952380952380953,25.666666666666668
2014-01-24 16:01:00,23rd Street,South Van Ness Avenue,Capp Street,20.952380952380953,25.666666666666668
2014-01-24 19:32:00,23rd Street,South Van Ness Avenue,Capp Street,20.952380952380953,25.666666666666668
2014-01-24 13:35:00,23rd Street,Mission Street,Capp Street,144.4090909090909,161.66666666666666
2014-01-24 19:32:00,23rd Street,Mission Street,Capp Street,144.4090909090909,161.66666666666666
2014-01-24 12:44:00,Bryant Street,Mariposa Street,17th Street,33.1578947368421,29.0
2014-01-24 16:23:00,Bryant Street,Mariposa Street,17th Street,33.1578947368421,29.0
2014-01-24 15:52:00,Mission Street,25th Street,26th Street,168.72727272727272,192.0
2014-01-25 09:55:00,23rd Street,Mission Street,Bartlett Street,144.4090909090909,206.0
2014-01-25 09:55:00,23rd Street,Bartlett Street,Valencia Street,22.954545454545453,42.0
2014-01-25 09:54:00,23rd Street,South Van Ness Avenue,Capp Street,20.952380952380953,24.333333333333332
2014-01-25 09:54:00,23rd Street,Mission Street,Capp Street,144.4090909090909,206.0
2014-01-25 07:25:00,Bryant Street,Mariposa Street,17th Street,33.1578947368421,33.666666666666664
2014-01-25 07:44:00,Mission Street,25th Street,26th Street,168.72727272727272,188.66666666666666
2014-01-25 08:27:00,Mission Street,25th Street,26th Street,168.72727272727272,188.66666666666666
2014-01-26 20:40:00,23rd Street,Mission Street,Bartlett Street,144.4090909090909,8.333333333333334
2014-01-26 20:40:00,23rd Street,Bartlett Street,Valencia Street,22.954545454545453,5.333333333333333
2014-01-26 20:39:00,23rd Street,South Van Ness Avenue,Capp Street,20.952380952380953,1.5
2014-01-26 20:39:00,23rd Street,Mission Street,Capp Street,144.4090909090909,8.333333333333334
2014-01-26 17:52:00,Bryant Street,Mariposa Street,17th Street,33.1578947368421,33.1578947368421
2014-01-26 19:15:00,Mission Street,25th Street,26th Street,168.72727272727272,6.0
2014-01-27 13:48:00,Van Ness Avenue,Post Street,Hemlock Street,43.45,40.666666666666664
2014-01-27 08:04:00,Jessie Street,New Montgomery Street,Annie Street,71.65217391304348,78.5
2014-01-27 13:49:00,Van Ness Avenue,Bush Street,Austin Street,111.0909090909091,121.33333333333333
2014-01-27 16:48:00,Van Ness Avenue,Bush Street,Austin Street,111.0909090909091,121.33333333333333
2014-01-27 13:50:00,Van Ness Avenue,Clay Street,Washington Street,38.63157894736842,36.333333333333336
2014-01-27 15:53:00,Van Ness Avenue,Clay Street,Washington Street,38.63157894736842,36.333333333333336
2014-01-27 17:08:00,Van Ness Avenue,Clay Street,Washington Street,38.63157894736842,36.333333333333336
2014-01-27 13:47:00,Van Ness Avenue,O'Farrell Street,Alice B. Toklas Place,50.57142857142857,56.333333333333336
2014-01-27 16:46:00,Larkin Street,Cedar Street,Post Street,24.3,18.333333333333332
2014-01-27 16:57:00,Pine Street,Larkin Street,Polk Street,30.0,31.333333333333332
2014-01-27 19:43:00,Pine Street,Larkin Street,Polk Street,30.0,31.333333333333332
2014-01-27 16:58:00,Pine Street,Polk Street,Van Ness Avenue,119.77272727272727,128.33333333333334
2014-01-27 16:46:00,Larkin Street,Myrtle Street,Geary Street,35.05,30.0
2014-01-27 19:03:00,Van Ness Avenue,Van Ness Avenue,Bush Street,111.0909090909091,121.33333333333333
2014-01-27 07:31:00,Kearny Street,Geary Street,Maiden Lane,26.85,30.0
2014-01-27 07:31:00,Kearny Street,Kearny Street,Post Street,22.85,21.0
2014-01-27 16:43:00,Polk Street,Clay Street,Washington Street,129.20833333333334,125.5
2014-01-27 19:45:00,Polk Street,Clay Street,Washington Street,129.20833333333334,125.5
2014-01-27 16:42:00,Polk Street,Jackson Street,Washington Street,137.9047619047619,133.0
2014-01-27 19:46:00,Polk Street,Jackson Street,Washington Street,137.9047619047619,133.0
2014-01-27 07:32:00,Post Street,Kearny Street,Post Street,22.85,21.0
2014-01-27 13:51:00,Van Ness Avenue,Pacific Avenue,Broadway,74.35,84.66666666666667
2014-01-27 15:54:00,Van Ness Avenue,Pacific Avenue,Broadway,74.35,84.66666666666667
2014-01-27 17:08:00,Washington Street,Van Ness Avenue,Polk Street,74.54545454545455,81.0
2014-01-27 17:09:00,Washington Street,Polk Street,Larkin Street,182.71428571428572,196.0
2014-01-27 17:16:00,Jackson Street,Polk Street,Van Ness Avenue,137.9047619047619,133.0
2014-01-27 15:54:00,Polk Street,Bonita Street,Vallejo Street,249.95454545454547,298.6666666666667
2014-01-27 16:40:00,Polk Street,Bonita Street,Vallejo Street,249.95454545454547,298.6666666666667
2014-01-27 19:47:00,Polk Street,Bonita Street,Vallejo Street,249.95454545454547,298.6666666666667
2014-01-27 16:40:00,Polk Street,Bonita Street,Green Street,249.95454545454547,298.6666666666667
2014-01-27 19:47:00,Polk Street,Bonita Street,Green Street,249.95454545454547,298.6666666666667
2014-01-27 19:06:00,Bush Street,Taylor Street,Mason Street,34.26315789473684,39.0
2014-01-28 12:35:00,Van Ness Avenue,Clay Street,Washington Street,38.63157894736842,33.75
2014-01-28 13:56:00,Van Ness Avenue,Clay Street,Washington Street,38.63157894736842,33.75
2014-01-28 14:46:00,Polk Street,Clay Street,Washington Street,129.20833333333334,171.5
2014-01-28 13:45:00,Polk Street,Jackson Street,Washington Street,137.9047619047619,155.25
2014-01-28 14:45:00,Polk Street,Jackson Street,Washington Street,137.9047619047619,155.25
2014-01-28 12:38:00,Van Ness Avenue,Pacific Avenue,Broadway,74.35,82.75
2014-01-28 14:11:00,Van Ness Avenue,Pacific Avenue,Broadway,74.35,82.75
2014-01-28 15:54:00,Van Ness Avenue,Pacific Avenue,Broadway,74.35,82.75
2014-01-28 13:56:00,Washington Street,Van Ness Avenue,Polk Street,74.54545454545455,95.75
2014-01-28 15:45:00,Washington Street,Van Ness Avenue,Polk Street,74.54545454545455,95.75
2014-01-28 13:46:00,Washington Street,Polk Street,Larkin Street,182.71428571428572,201.5
2014-01-28 15:46:00,Washington Street,Polk Street,Larkin Street,182.71428571428572,201.5
2014-01-28 14:02:00,Jackson Street,Polk Street,Van Ness Avenue,137.9047619047619,155.25
2014-01-28 15:41:00,Jackson Street,Polk Street,Van Ness Avenue,137.9047619047619,155.25
2014-01-28 14:43:00,Polk Street,Bonita Street,Vallejo Street,249.95454545454547,285.25
2014-01-29 14:54:00,Van Ness Avenue,Post Street,Hemlock Street,43.45,50.333333333333336
2014-01-29 14:55:00,Van Ness Avenue,Bush Street,Austin Street,111.0909090909091,122.0
2014-01-29 16:24:00,Van Ness Avenue,Bush Street,Austin Street,111.0909090909091,122.0
2014-01-29 14:55:00,Van Ness Avenue,Clay Street,Washington Street,38.63157894736842,38.666666666666664
2014-01-29 14:53:00,Van Ness Avenue,O'Farrell Street,Alice B. Toklas Place,50.57142857142857,55.666666666666664
2014-01-29 08:17:00,Mission Street,Julia Street,Angelo's Alley,33.59090909090909,37.333333333333336
2014-01-29 08:16:00,Mission Street,6th Street,7th Street,40.61904761904762,48.0
2014-01-29 09:35:00,Mission Street,6th Street,7th Street,40.61904761904762,48.0
2014-01-29 11:13:00,Mission Street,6th Street,7th Street,40.61904761904762,48.0
2014-01-29 14:56:00,Van Ness Avenue,Pacific Avenue,Broadway,74.35,74.0
2014-01-30 16:31:00,Van Ness Avenue,Clay Street,Washington Street,38.63157894736842,38.0
2014-01-30 19:38:00,Van Ness Avenue,Clay Street,Washington Street,38.63157894736842,38.0
2014-01-30 17:45:00,Pine Street,Larkin Street,Polk Street,30.0,28.666666666666668
2014-01-30 19:08:00,Pine Street,Larkin Street,Polk Street,30.0,28.666666666666668
2014-01-30 16:29:00,Pine Street,Polk Street,Van Ness Avenue,119.77272727272727,138.33333333333334
2014-01-30 19:30:00,Pine Street,Polk Street,Van Ness Avenue,119.77272727272727,138.33333333333334
2014-01-30 16:28:00,Polk Street,Clay Street,Washington Street,129.20833333333334,165.33333333333334
